Nro_Tweet,Query,Usuario,Texto,Data de Criacao,Retweets,Likes
113,Palmeiras,Francisco De Laurentiis,Agora sim o grupo do Palmeiras está completo em Greensboro: chegaram Leila Pereira e os convocados https://t.co/fCmtvFBU84,Thu Jun 12 03:57:37 +0000 2025,15,744
114,Palmeiras,Planeta do Palmeiras 🌎,"O Trabalho do JP Sampaio nas categorias de base é espetacular.

Visita do Sub-10 na comunidade Luiz Rubino.

🎥 @Infos_palestra
https://t.co/HG2HhJ5RHt",Sat Jun 14 19:32:10 +0000 2025,6,35
115,Palmeiras,vicki,pelo palmeiras sempre! https://t.co/J96zDhM08Q,Sun Jun 08 15:16:59 +0000 2025,233,1461
116,Palmeiras,Alan Gouveia,A Academia de Futebol está lotada pra acompanhar o último treino do Palmeiras antes do Mundial de Clubes https://t.co/144TwBVtfV,Sun Jun 08 12:52:17 +0000 2025,189,2411
117,Palmeiras,𝐏𝐚𝐩𝐨 𝐝𝐞 𝐏𝐚𝐫𝐦𝐞𝐫𝐚,Cite um centroavante do Palmeiras que faria esse gol. https://t.co/1cbwp0JN1y,Wed Jun 11 01:32:17 +0000 2025,2,238
118,Palmeiras,Cavalinho Do Palmeiras 🌎🏆🇺🇸,iriam dentro nesse hot dog de 1 dólar aqui no costco? https://t.co/iUHagOhBWF,Fri Jun 13 22:30:49 +0000 2025,0,4
119,Palmeiras,Trivela no Mundial de Clubes 🏆,"Jornalista aponta contradição da própria FIFA em reconhecimento (ou não) do Palmeiras como campeão Mundial na Copa Rio de 1951. 🗺️

E aí, qual a sua opinião sobre o assunto?

🎥 PodPorco https://t.co/KO9gppPcC7",Fri Jun 06 17:02:15 +0000 2025,84,1144
120,Palmeiras,thamy.,CAMILA BRAIT E PALMEIRAS CAMILA BRAIT E PALMEIRAAAS GANHEI MEU DIA https://t.co/AUqdJBB074,Wed Jun 11 20:39:35 +0000 2025,0,9
121,Palmeiras,Gustavo Terini,"FIFA testando o hino do Palmeiras no MetLife Stadium, palco da estreia do Verdão contra o Porto.

🎥 @trivela | @DiegoMarada https://t.co/ENNaF4Vkiu",Fri Jun 13 16:53:52 +0000 2025,91,2147
122,Palmeiras,Francisco De Laurentiis,Mais um treino do Palmeiras aqui em Greensboro. Hoje está nublado e temperatura é bem mais agradável! https://t.co/qVWsopukn1,Fri Jun 13 14:09:31 +0000 2025,5,451
123,Palmeiras,💫Footypickz💫,"Club World Cup 🌎 🏆 

Group Forecast 👀

Happy with these!

Just Porto and Palmeiras group unsure about so backed both!

Stake what you’re ok losing these are very hard to land! 

👊👊👊 https://t.co/LO0JN4xvN9",Fri Jun 13 07:54:47 +0000 2025,3,137
124,Palmeiras,50 Tons de Verde,"Copa Mitad del Mondo Sub-18. No intervalo,  o Palmeiras perdia por 2 X 0 do Peñarol, e aí... virou o jogo com três golaços. 0.0
 https://t.co/eIrIA68Puf",Fri Jun 13 22:14:11 +0000 2025,0,23
125,Palmeiras,Gabriel Bibi TRI da América 👑🐷,"🥲💚🐷🚀

@Palmeiras 
@FIFAWorldCup 
@fifaworldcup_pt https://t.co/gtFFYIGIaQ",Fri Jun 13 04:25:06 +0000 2025,0,4
126,Palmeiras,Lance!,"JÁ IMAGINOU? 🤯🏆🌎 Perguntamos para a IA como seria todo o mata-mata do Mundial de Clubes. O que achou? 👇

#FutebolBrasileiro #MundialDeClubes #Palmeiras #Flamengo #Fluminense #Botafogo https://t.co/wmYQ11WgWF",Fri Jun 13 23:30:00 +0000 2025,0,10
127,Palmeiras,Lourenç0,"Fala Família Palmeiras!😎

Tem recado do nosso tigrinho e do nosso Evangelista! 🐯 
Diretamente de Greensboro🇺🇸! 

Quem aí ta ansioso pra nossa estreia! 💚 https://t.co/Nu0zC9ocHA",Wed Jun 11 20:18:02 +0000 2025,47,622
128,Palmeiras,Pedro Vieira 🇵🇹,"Concordam com o mano a mano entre Palmeiras e Porto da TNT Sports:

Diogo Costa - Weverton
João Mário - Giay
Nehuén Pérez - Gustavo Gómez
Marcano - Murilo
Francisco Moura - Piquerez
Alan Varela - Emiliano Martínez
Eustáquio - Richard Rios
Fábio Vieira - Veiga
Pepê - Estêvão
Mora https://t.co/ZJp0AQjPdZ",Sat Jun 14 17:56:33 +0000 2025,0,49
129,Palmeiras,Gabriel Amorim,"A nova camisa do Palmeiras.

1.100 reais essa aqui. Manga Longa já esgotou nas lojas do Allianz Parque. https://t.co/iSOGdy3iyg",Tue Jun 10 15:37:53 +0000 2025,13,708
130,Palmeiras,Twit Palmeiras,"PREMIAÇÕES NO MUNDIAL
FALA, LEILA PEREIRA 🗣️🎙️

“As pessoas costumam dizer que eu sou muito materialista — e sou mesmo. Sou, sim. Porque, sem investimento, sem dinheiro, você não faz futebol de altíssimo nível como é o do Palmeiras.

Sem recursos, você não consegue pagar em dia https://t.co/flikmBmlSg",Fri Jun 13 19:30:00 +0000 2025,11,155
131,Palmeiras,Diego Firmino - Canal P de Porco,"O PROVÁVEL Palmeiras contra o Porto. 👇🏽

Weverton, Giay, Gomez, Murilo, Piquerez, Emiliano, Rios, Felipe Anderson, Estevão, Vitor Roque e Facundo Torres https://t.co/eSY2LXu54h",Sat Jun 14 14:42:28 +0000 2025,10,533
132,Palmeiras,Gustavo Terini,"A chegada do elenco do Palmeiras nos Estados Unidos.

🎥 @fecanhadas https://t.co/ssRURZko0r",Tue Jun 10 02:54:57 +0000 2025,65,2736
133,Palmeiras,Brasileirão da Opressão,"🐷| Palmeiras é o único campeão do Mundo a participar de todos formatos de mundial: 

- Copa Rio (1951) 🏆
- Copa Intercontinental (1999)
- Mundial de Clubes (2020 e 2022)
- Copa do Mundo de Clubes (2025) https://t.co/QeuHNA3f2Y",Fri Jun 13 17:24:07 +0000 2025,107,1895
134,Palmeiras,Planeta do Palmeiras 🌎,"Invasão Alviverde em Nova York 🐷🇺🇸

🎥 @falaporco_
https://t.co/hF9AFGiK8X",Sat Jun 14 01:00:43 +0000 2025,1,127
135,Palmeiras,Palmeiras memes🐷💚,"Você Sabia?

Se o Palmeiras ganhar os próximos 7 jogos por 1 X 0, será o Primeiro Campeão da Copa do Mundo de Clubes https://t.co/SSyBZMw2mF",Fri Jun 06 21:00:35 +0000 2025,44,1526
136,Palmeiras,TNT Sports BR,"PREPARAÇÃO A TODO VAPOR 🟢⚪ O Palmeiras deu inicio a mais um dia de treino para o Mundial 🇺🇸 Expectativa alta, torcedor? #MundialDeClubes2025 https://t.co/YnEgaNLait",Wed Jun 11 14:35:34 +0000 2025,6,578
137,Palmeiras,TNT Sports BR,"""PÕE O LUCAS EVANGELISTA!""🫵🙏🤣
E esse torcedor que pediu pro Abel Ferreira colocar o Lucas Evangelista porque o jogador foi o autor do gol da vitória em seu sonho...💤😴 Será que o técnico do Palmeiras vai acatar esse pedido?😅 #MundialDeClubes2025 https://t.co/1ZIZhVkT00",Fri Jun 13 17:38:01 +0000 2025,9,486
138,Palmeiras,Umberto Conti,"Palmeiras em cenas...

2021, Palmeiras 3x0 São Paulo FC.

E o Botafogo cortou Patrick de Paula do Mundial 2025.

A verdade que o PP só foi feliz em um lugar....

E seremos eternamente gratos!

O balanço é altíssimo.... https://t.co/u9z6h8FGwo",Sun Jun 08 00:01:12 +0000 2025,30,716
139,Palmeiras,unibaldasso,"Roger levou Fluminense e Palmeiras ao Mundial. Pegou essas equipes desacreditadas, sem estrutura ou grandes investimentos, sem cascudos ou boleiragem, e com trabalho silencioso de base classificou para a Copa. https://t.co/zrdrR9K1AM",Fri Jun 13 15:14:57 +0000 2025,6,185
140,Palmeiras,⚽,"""- Que time você torce?""

""- Flamengo e Palmeiras.""

😕
https://t.co/oKBpF2QD4N",Fri Jun 13 21:53:17 +0000 2025,0,100
141,Palmeiras,Lance! Palmeiras,Mundial de Clubes que quer unir o planeta começa em meio à tensão com imigrantes https://t.co/2YvuOAnXfY #MundialDeClubes #Fifa #Imigração https://t.co/K985b0pEAg,Sat Jun 14 09:05:08 +0000 2025,0,1
142,Palmeiras,Planeta do Palmeiras 🌎,"🚨 Fotos oficiais do elenco do Palmeiras com a 3 camisa para a Copa do Mundo de Clubes.

📸 @FIFACWC https://t.co/fHkn3HXfjY",Fri Jun 13 19:13:31 +0000 2025,67,2737
143,Palmeiras,𝑷𝒂𝒍𝒎𝒆𝒊𝒓𝒆𝒏𝒔𝒆 𝑵𝒆𝒘𝒔 ,"Torcida do Palmeiras está no CT em apoio ao jogadores, amanhã o time embarca para os Estados Unidos para a disputa da Copa do Mundo de Clubes

▶️ TNTSportsBR 

https://t.co/n8qYpub01P",Sun Jun 08 13:43:07 +0000 2025,24,291
144,Palmeiras,Barão News ℗,"Tenho grandes críticas ao Palmeiras e principalmente ao treinador.

Mas tenho que confessar: 

Penso todo dia nesse torneio.

Por mais que digam que é impossível, me pego sonhando em ser campeão.

O pior: acredito.

Quem não sonha com isso já perdeu o prazer de ser palmeirense. https://t.co/1HgEWpXYUa",Fri Jun 06 15:14:40 +0000 2025,89,1775
145,Palmeiras,Noite de Copa,"O perfil oficial da Libertadores fez a arte com todos os campeões mundiais na história e NÃO adicionou o Palmeiras. ❌️😬

O São Paulo é o único que foi ao outro lado do mundo e voltou com a taça 3x. https://t.co/Zb9koHK5vJ",Tue Jun 10 22:37:40 +0000 2025,288,6473
146,Palmeiras,Lua da Silva,pqp quem deixou homem hetero criar as camisas?,Sat Jun 14 17:36:10 +0000 2025,0,1
147,Palmeiras,Mídia Palmeirense,🎮 - Quando você descobriu que o Google criou um jogo com o Palmeiras para a Copa do Mundo de Clubes da FIFA? Qual foi seu recorde? 😅 https://t.co/sBoDQrezTK,Sat Jun 14 01:50:14 +0000 2025,4,90
148,Palmeiras,Léo Barbieri - INFOS Palestra,"Muita festa da torcida do Palmeiras na frente do CT! 

Torcedores apoiando o elenco um dia antes da viagem pros EUA

https://t.co/9mQ60S7rPA",Sun Jun 08 13:17:39 +0000 2025,90,2146
149,Palmeiras,Avanti Palmeiras,"FALTAM SÓ 3 DIAS PARA A NOSSA ESTREIA NO MUNDIAL! 

PRA CIMA, PORCO! 🐷

#OPoderDoAvanti https://t.co/cT3YcX9ZAc",Thu Jun 12 19:59:52 +0000 2025,15,407
150,Palmeiras,Palmeiras da Depressão,"Richard Ríos brigou com meio time da Argentina, marcou o Messi e trocou de camisa com ele após o jogo.

Palmeiras x Inter Miami, em breve. https://t.co/rTxH0Oatcf",Wed Jun 11 02:28:06 +0000 2025,105,4557
151,Palmeiras,Lance!,"Algum clube brasileiro vai vencer na 1ª rodada do Mundial? Diz aí! 🤔🏆🔜

#FutebolBrasileiro #Mundial #Palmeiras #Botafogo #Flamengo #Fluminense https://t.co/wMaGxTCt4b",Fri Jun 13 19:49:06 +0000 2025,0,6
152,Palmeiras,SportsCenter Brasil,"MAYKE NÃO 'PERDOOU' PAULINHO! 😅💥 Durante o treino do Palmeiras, lateral acertou o camisa 1. Treino até parou para o Paulinho se recuperar da entrada 👀

#ESPNnoMundial #FutebolNaESPN https://t.co/pDVrGss32o",Thu Jun 12 15:02:14 +0000 2025,0,102
153,Palmeiras,LIBERTA DEPRE,"Zé Elias, no Equipe F, da ESPN Brasil. 

""O Palmeiras dá jogo no grupo (Mundial de Clubes). O Palmeiras é um time europeu jogando no Brasil. A forma de jogar do Palmeiras é de um time muito europeu.""

📽️@SportsCenterBR 
https://t.co/mMtnXw0LMy",Thu Jun 12 12:52:17 +0000 2025,30,1351
154,Palmeiras,Cavalinho Do Palmeiras 🌎🏆🇺🇸,@DataFutebol https://t.co/Y3F2vdq7bs,Fri Jun 13 19:20:54 +0000 2025,18,391
155,Palmeiras,Lance!,"O segredo para anular o Inter Miami! Facincani deu uma entrevista pra gente e falou um pouco sobre as expectativas do clube da MLS na competição e também contra o Palmeiras! 🇺🇸🐷

#MundialdeClubes #Palmeiras #MundialdeClubes #InterMiami https://t.co/olODf4icZf",Sat Jun 14 10:30:18 +0000 2025,1,8
156,Palmeiras,LūKKasᶜʳᶠ,"@GustavoJvicius @delsonlima14 @Yokaizin_new @grok @Yngvarrigor @liberta___depre Pode dizer cara, a única coisa que não pode é falar que o palmeiras tem mundial",Sat Jun 14 11:29:37 +0000 2025,0,36
157,Palmeiras,Gabriel Amorim,"Fotos dos novos uniformes do Palmeiras para o Mundial.

Vermelho de goleiro, creme de linha.

Curtiram? https://t.co/YXztyBL8f8",Mon Jun 09 15:21:08 +0000 2025,16,936
158,Palmeiras,Clemer,"Ganhou do Palmeiras, perdeu pro Flamengo e ganhou do Bragantino, o Rogério Ceni é muito Flamengo. https://t.co/JmX19gbXhg",Fri Jun 13 00:16:31 +0000 2025,958,17035
159,Palmeiras,Bernardo Dias - 1981 🌎🏆,"🇩🇪 Bayern de Munique postou uma arte da #FifaCWC apenas com jogadores dos 4 times brasileiros que vão participar. 

🇧🇷 Flamengo - Arrascaeta 🇺🇾
🇧🇷 Fluminense - Ganso 🇧🇷
🇧🇷 Botafogo - Savarino 🇻🇪
🇧🇷 Palmeiras - Vitor Roque 🇧🇷 https://t.co/jeipddMBYt",Sat Jun 14 18:32:07 +0000 2025,9,99
160,Palmeiras,Gols do Brasileirão ⚽️🇧🇷,"Torcida do Palmeiras faz festa antes do embarque da equipe para o Mundial de Clubes.

🎥 [@TNTSportsBR] https://t.co/ic7yCz6pcl",Sun Jun 08 13:41:00 +0000 2025,13,345
161,Palmeiras,Palmeiras Arquivo ⓟ 𓃟,"🗓 13/06/1976
🆚 Palmeiras 1x0 Portuguesa 
🏆 Campeonato Paulista
🏟 Palestra Italia
⚽️ Ademir da Guia

#AvantiPalestra #MaiorCampeãoDoBrasil https://t.co/585398dYw4",Fri Jun 13 21:03:12 +0000 2025,5,74
162,Palmeiras,Laki,"De sempre para sempre, obrigada Palmeiras. https://t.co/rd85i74Scf",Fri Jun 13 15:25:57 +0000 2025,1,15
163,Palmeiras,Twit Palmeiras,"JUNTOS! JUNTOS! JUNTOS! 🧠
https://t.co/js6l5P0wXE",Sun Jun 08 13:50:31 +0000 2025,77,1043
164,Palmeiras,BRASILEIRÃO DA DEPRESSÃO,"Torcida do Palmeiras antes do embarque do time para os Estados Unidos.

"" Vamos, vamos, porco... o bi mundial é a nossa obsessão"" https://t.co/wNdQrfOiEs",Sun Jun 08 14:51:44 +0000 2025,17,1365
165,Palmeiras,Loucos do Bando,"porra KKKKKKKKKKKKKKKKKKKK

ainda vão falar pq é do Palmeiras https://t.co/9wiAGrHtyh",Wed Jun 11 02:51:33 +0000 2025,280,7011
166,Palmeiras,KPOPMEIRAS,"Ningning (AESPA) 🐽
Palmeiras, Uniforme Branco (2025)

mandem sugestõessss https://t.co/w96FqSkVDy",Sat Jun 07 15:23:11 +0000 2025,21,221
167,Palmeiras,PALMEIRAS HQ,Kkkkkkkkkkkkkkkkkkkkk Vsf !!! https://t.co/0CWu4M1IaS,Sun Jun 08 21:04:59 +0000 2025,7,93
168,Palmeiras,Palmeiras Feminino,"Com imagens exclusivas da TV Palmeiras Sportingbet, confira o que rolou no treino de hoje! 👀😂 https://t.co/c5gOhDorNg",Wed Jun 11 23:31:22 +0000 2025,12,349
169,Palmeiras,Planeta do Palmeiras 🌎,"Bateu a saudade 🥲

🎥 @TNTSportsBR https://t.co/c7IUaOz67w",Fri Jun 13 19:34:43 +0000 2025,18,871
170,Palmeiras,Deke,"Club World Cup Monte Carlo Sim (10,000 iterations)

⚽️ I created the power ratings via strength of competition adjusted ELO ratings to try to compare the clubs
⚽️ While Porto won Group A more than Palmeiras, Palmeiras was able to upset PSG or Atletico more than I would have https://t.co/BlvRJRTp2f",Tue Jun 10 15:11:14 +0000 2025,4,48
171,Palmeiras,Julia Lyandrush,"Amigos! Estou curioso para saber a opinião de vocês! Qual clube Brasileiro mais irrita a torcida neutra?! Resumindo, qual clube tem mais haters🤬? 
Por algum motivo, me parece que é o nosso PALMEIRAS! Parece que eles têm inveja da gente🙄 O que vocês acham? https://t.co/TiDO6AWhGU",Thu Jun 12 23:13:32 +0000 2025,13,635
172,Palmeiras,TNT Sports BR,JOGADORES DO PALMEIRAS FORAM FALAR COM A TORCIDA! 🐷 Os jogadores receberam o carinho do torcedor bem de perto! #MundialDeClubes2025 https://t.co/e6N6yzXbH8,Sun Jun 08 13:54:32 +0000 2025,31,774
173,Palmeiras,PALMEIRAS HQ,"Estou me sentindo um gambá de verde!

QUE PORRA É KID SUPER???? https://t.co/qMWJgWMbm3",Tue Jun 10 15:11:57 +0000 2025,8,633
174,Palmeiras,Palmeiras da Depressão,Abel lembrou do Paçoca 🥹 https://t.co/y9EhpZqR53,Fri Jun 13 23:36:59 +0000 2025,78,1320
175,Palmeiras,Palmeiras da Depressão,Arthur Cabral. https://t.co/e54dE2ltll,Wed Jun 11 13:28:19 +0000 2025,17,2416
176,Palmeiras,Central do Cortinas,Hoje começa a Copa do Mundo de Clubes e o Palmeiras vai em busca do bi https://t.co/UC37Jazq8q,Sat Jun 14 17:08:09 +0000 2025,48,488
177,Palmeiras,SE Palmeiras,"Inovando sempre em busca da excelência! 🐷

Conheça a mais nova estrutura de saúde da Academia de Futebol: o Centro de Recovery e Neurociência! 🤙🏿 https://t.co/ajRifR3cRk",Sun Jun 08 17:10:55 +0000 2025,136,4128
178,Palmeiras,Alejandro Domínguez,"¡Muchos éxitos a los equipos sudamericanos que nos representarán en el grandioso @FIFACWC que comienza hoy! Lo mejor para @Botafogo, @FluminenseFC, @Flamengo, @Palmeiras, @RiverPlate y @BocaJrsOficial. https://t.co/2o5QT0MvhX",Sat Jun 14 17:37:21 +0000 2025,67,1045
179,Palmeiras,PALMEIRAS HQ,"Danilo, ao ler seu contrato de transferência do Nottinghan Forest para o Lyon, tinha uma cláusula para jogar exclusivamente no Botafogo caso voltasse para o Brasil https://t.co/hirAbSn1Ia",Sat Jun 07 18:03:13 +0000 2025,13,248
180,Palmeiras,PALMEIRAS HQ,Cadê o fdp que disse que acha cafona ser palmeirense? https://t.co/kSydeqq7k5,Tue Jun 10 22:11:22 +0000 2025,76,1472
181,Palmeiras,SAF Corinthians (16/45),"Eu acho tao engraçado torcedor do Palmeiras querer zoar com Mundial...

Logo eles que só passam vergonha lá kkkkkk",Sat Jun 14 12:49:09 +0000 2025,0,0
182,Palmeiras,Gabriel Amorim,"Léo Piffer, gerente operacional do Palmeiras, postou isso aqui nas redes sociais.

Será que o clube vai levar pouca coisa pros States?

😂✌🏽✈️🇺🇸 https://t.co/45E4mxd9X1",Thu Jun 05 21:55:34 +0000 2025,37,1253
183,Palmeiras,ALPA,"Provável Palmeiras de amanhã contra o Porto 🇵🇹:

Pra mim é o time mais correto de se ir, até pq era com esse time que estava vivendo sua melhor fase em 2025.

Forte pra atacar (com até 6 jogadores indo pro campo de ataque) e pra defender (podendo fazer um 5-3-2 ou 6-2-2/6-3-1) https://t.co/FLuPdjWyHE",Sat Jun 14 15:16:53 +0000 2025,0,7
184,Palmeiras,DataFut,"A diferença do português de Portugal com o português do Brasil.

Com Lucas Evangelista do Palmeiras, e Rodrigo Mora do Porto.

 https://t.co/fPAWNXLBHR",Fri Jun 13 18:21:44 +0000 2025,287,11442
185,Palmeiras,PALMEIRAS HQ,"Eu olhando esses jogadores que sabem bater pênaltis

Enquanto os do meu time… https://t.co/BgHz6mMSZP",Sun Jun 08 21:39:04 +0000 2025,60,510
186,Palmeiras,LIBERTA DEPRE,"Esse foi o “favoritômetro” feito pelo 'Jornal O Globo' sobre os 32 times que disputarão o Mundial de Clubes.

Flamengo e Palmeiras são os clubes brasileiros com mais chances na competição.

Opiniões? 

📷@JornalOGlobo https://t.co/ZR1iVDYGPQ",Fri Jun 13 21:54:41 +0000 2025,2,82
187,Palmeiras,AAAA,"Nao veremos ng da midia seja Globo ou UOL falando que o Porto disse CORRETAMENTE que Palmeiras tem 1 mundial...

Assim se molda o GADO",Sat Jun 14 19:23:59 +0000 2025,0,7
188,Palmeiras,Kallyna Sabino,Vivendo o sábado com a cabeça no domingo #FIFACWC #palmeiras #maiorcampeãodobrasil https://t.co/uZEuJY5iuQ,Sat Jun 14 19:43:52 +0000 2025,1,115
189,Palmeiras,ge,"Os brasileiros têm se reforçado para a disputa da Copa do Mundo de Clubes. Dos quatro participantes, apenas Palmeiras não contratou jogadores para a competição.

Até agora, quem contratou melhor, torcedor? 🤔🏆🌎 https://t.co/1jP9E6uCPo",Mon Jun 09 23:22:16 +0000 2025,56,2619
190,Palmeiras,Twit Palmeiras,"💚 RAIZ E FUTURO! 🐷⚽

O coordenador João Paulo Sampaio compartilhou no Instagram o trabalho inspirador com o Sub-10 do Palmeiras na Comunidade Luiz Rubino, em Cidade Tiradentes! 🙌

📸 /jpsampaio18 https://t.co/JGeF5mOKUx",Sat Jun 14 19:52:03 +0000 2025,2,21
191,Palmeiras,⚽,"Essas são as novas camisas do Palmeiras para a Copa do Mundo de Clubes FIFA

O que acharam?

🗞️ @onossopalestra https://t.co/i9w2trchlp",Mon Jun 09 15:29:58 +0000 2025,0,157
192,Palmeiras,Cifut Brasil,"E se os times que vão jogar o SUPERMUNDIAL fossem os times que venceram a Libertadores em determinados anos e não os de agora?

🐽Palmeiras -&gt; 2021
🇦🇴Flamengo -&gt; 2022
🇭🇺Fluminense -&gt; 2023
🔥Botafogo -&gt; 2024

Quem seria o favorito? https://t.co/QfxJpcFDRx",Mon Jun 09 20:32:14 +0000 2025,5,410
193,Palmeiras,PALMEIRAS HQ,"Meta 
🐷💚🐷 https://t.co/jzKllwvtri",Thu Jun 12 20:56:04 +0000 2025,246,2133
194,Palmeiras,Gabriel | Central da SEP,"🟢⚪️ | Palmeiras lançará, no próximo dia 10, dois modelos especiais para a disputa da Copa do Mundo de Clubes.

• Imagem da esquerda - camisa de jogadores de linha;
• Imagem da direita: camisa de goleiros.

🗞 [@onossopalestra] https://t.co/3y9fupdLbc",Fri Jun 06 13:30:02 +0000 2025,10,565
195,Palmeiras,DataPorco,"Se o elenco bilionário do Palmeiras fosse entregue pra Fernando Diniz, Rogério Ceni, Leonardo Jardim, Renato Gaucho, o Palmeiras estaria voando.

Esses caras estão entregando muito mais que o Abel, com muito menos elenco.

Somos reféns de um Abel de 2021, que nunca vai voltar.",Fri Jun 13 13:19:52 +0000 2025,9,123
196,Palmeiras,Diego Iwata Lima,"Será que o Palmeiras não deveria ter investido em pelo menos um nome muito fora da curva para o Mundial? Felipão teve chance em 1999, não fez, e se arrependeu...

https://t.co/qaBLCanN0h",Fri Jun 06 13:31:58 +0000 2025,6,59
197,Palmeiras,BTB SPORTS,"ABRIRAM OS COFRES! 🚨

Segundo o site Transfermarkt, esses são os clubes que mais gastaram em contratações no ano de 2025. Os únicos brasileiros no ranking são Botafogo e Palmeiras, ocupando o 7º e o 10º lugar respectivamente. 

Arraste para o lado e confira o valor que cada time https://t.co/st2zfri4QT",Fri Jun 13 14:13:01 +0000 2025,0,4
198,Palmeiras,gütensberg🎈,Todos os troféus e escudos da Sociedade Esportiva Palmeiras! 🐷🏆 Arte feita por mim. Alguns escudos e troféus retirados da página @FUTBOX. Avanti Palestra! 🇧🇷🇮🇹 https://t.co/9qawlkTonq,Mon Jun 09 22:05:59 +0000 2025,127,1021
199,Palmeiras,Lance!,"TORCIDA TÁ PRESENTE! 🟢🐷

Torcida do Palmeiras canta e vibra na despedida do elenco antes do Mundial de Clubes! 🤩 E aí, será que veremos uma boa campanha do Verdão na competição? 🏆👀

#FutebolBrasileiro #Palmeiras #MundialdeClubes https://t.co/Y9lr35RLUe",Sun Jun 08 15:54:51 +0000 2025,3,71
200,Palmeiras,Vascaíno atrasado,"O que vocês acharam do vídeo motivacional do Palmeiras pro Mundial?

 https://t.co/bvNeAgKyw8",Mon Jun 09 10:27:50 +0000 2025,30,1046
201,Corinthians,tha,"um mês sem ver esse tanto de bagre jogar graças a deus, um mês sem corinthians vamo porra  https://t.co/gmt4EpZmSj",Fri Jun 13 01:00:11 +0000 2025,107,435
202,Corinthians,Elyel ˢᶜᶜᵖ 31𝘅 🏆🦅,Sonham em ser Corinthians. https://t.co/TFXduenhKH,Fri Jun 13 17:40:11 +0000 2025,724,7844
203,Corinthians,SCCPA͞nne,Se VISUALIZOU é porque é Corinthians. https://t.co/30jrUN8I0r,Sat Jun 14 17:32:59 +0000 2025,71,1769
204,Corinthians,Trivela do Carrillo,dia 2/30 sem corinthians https://t.co/0MHoRUpXTP,Sat Jun 14 12:08:39 +0000 2025,713,3687
205,Corinthians,Elyel ˢᶜᶜᵖ 31𝘅 🏆🦅,"O Corinthians só volta a jogar daqui 1 mês.

VAMO CARALHO https://t.co/ZpT45Atyv1",Fri Jun 13 01:24:35 +0000 2025,112,1856
206,Corinthians,Cortinas ao Contrário | Mateus,Dia 1/30 sem Corinthians  https://t.co/h2R5X0E6Vy,Fri Jun 13 11:52:29 +0000 2025,527,3090
207,Corinthians,sandi,UM MÊS SEM CORINTHIANS https://t.co/YxuM4bjllX,Fri Jun 13 00:59:52 +0000 2025,442,1891
208,Corinthians,Crônica Alvinegra,Pior que esse arrombado jogava bola demais no Corinthians https://t.co/ejRyA21xGP,Sat Jun 14 13:47:09 +0000 2025,47,1201
209,Corinthians,Corinthians Futebol Feminino,"Olha essa postura da minha latera 😅😮‍💨

#VaiCorinthians https://t.co/QXUxOY6ppx",Fri Jun 13 14:24:56 +0000 2025,47,1051
210,Corinthians,Cavalinho do Corinthians,"- Bora pra um lugar vazio, escuro e silencioso
- Vai me levar pro Morumbi? https://t.co/oPdSHvWdSz",Fri Jun 13 02:15:43 +0000 2025,347,4085
