Nro_Tweet,Query,Usuario,Texto,Data de Criacao,Retweets,Likes
858,Flamengo,FlaConect,"Ah, é o MALVADÃO, não tem jeito! ¯\_(ツ)_/¯

O Projeto de Lei 2468/2023, na esfera do Estado do Rio de Janeiro, visa declarar o Clube de Regatas do Flamengo como Patrimônio Histórico, Cultural e Imaterial do estado (Assembléia Legislativa do Estado do Rio de Janeiro (ALERJ). A https://t.co/2620Y84ww8",Sat Jun 14 12:01:41 +0000 2025,137,1306
859,Flamengo,Flamengo,WE’RE TAKING OVER 🇺🇸🗽 https://t.co/x3fY0XHpdM,Fri Jun 13 15:32:40 +0000 2025,187,2416
860,Flamengo,Planeta do Flamengo 🌎,Você trocaria todos os títulos dessa temporada para o Flamengo ser campeão mundial? 👀 https://t.co/oyyTN8KsgI,Thu Jun 05 22:09:35 +0000 2025,131,6895
861,Flamengo,Renan Fla,"E o Guerrero no Flamengo. Veio como contratação de peso, maior salário do elenco, ganhou música, mas o futebol, justificou? Fez alguns gols bonitos, mas como vocês avaliam a passagem? https://t.co/r9mg5xySTG",Fri Jun 06 00:49:24 +0000 2025,44,1881
862,Flamengo,Central do Flamengo,ÍDOLO!!! ❤️🖤 https://t.co/11r6VMPZPI,Sun Jun 08 07:00:00 +0000 2025,97,2321
863,Flamengo,URUBU TIRA ONDA,"Ônibus do Flamengo passando e o lerdão grita “aqui é Vascão” e cai hahahahahahahahahaha

Deus é MUITO Flamengo, mlq não tem jeito https://t.co/LWcvwAZLNE",Thu Jun 12 02:28:29 +0000 2025,1727,13897
864,Flamengo,Flamengo da Opressão,"Esse vídeo aqui é muito bom mané kkkkkkkkkkkkkkkk

Vai se foder kkkkkkkkkkkkkk https://t.co/LBxBQPgxzN",Mon Jun 09 23:08:41 +0000 2025,806,11724
865,Flamengo,Arrasca 100 Qualidade,"E no fim das contas, Andreas Pereira tem mais amor pelo Flamengo do que o super idolatrado Gerson https://t.co/TAz4o8G0g0",Wed Jun 11 21:40:08 +0000 2025,509,9039
866,Flamengo,Rodrigo Muniz || Brasil,Vamos Flamengo! #AeroFla ⚫️🔴 https://t.co/yyUCB2cJJj,Wed Jun 11 18:00:02 +0000 2025,477,14606
867,Flamengo,TNT Sports BR,"NÃO ALIVIA NEM PRO TREINADOR, WESLEY? 😂 Antes do treino do Flamengo começar, o Wesley deu uma caneta no Filipe Luís. #MundialDeClubes2025 https://t.co/hRR1uMcgLq",Sat Jun 14 20:35:30 +0000 2025,5,138
868,Flamengo,Central do Flamengo,Achei no chão aqui https://t.co/y5rlKPV5Nk,Sat Jun 07 18:53:50 +0000 2025,768,5045
869,Flamengo,Central do Flamengo,"ELE VAI BROCAR NO CHELSEA

EU TO SENTINDO https://t.co/ipjOdVm5p9",Sat Jun 14 09:00:03 +0000 2025,129,4396
870,Flamengo,Central do Flamengo,"Pulgar já tá treinando pro jogo contra o Chelsea KKKKKKKKKKKKKKK 

https://t.co/xkfH9eOHR4",Fri Jun 13 14:38:54 +0000 2025,264,2907
871,Flamengo,Flamengo da Opressão,"Que ir embora do Flamengo? Pode ir !

Só depois n queira voltar alegando que está insatisfeito e quer mais protagonismo para jogar na seleção e que aqui é o seu lugar. 

Você jogou tudo fora e por mim vc n volta nunca mais. 

O Flamengo é pra quem quer estar aqui. https://t.co/YQIJewidOL",Sat Jun 07 15:53:16 +0000 2025,366,2342
872,Flamengo,Bruno Lemos,"Isso é FLAMENGO.

#Flamengo #CRF @1MauroSantAnna https://t.co/kd8MJiBCuX",Thu Jun 12 00:49:17 +0000 2025,225,3150
873,Flamengo,SportsCenter Brasil,"ERROU? 😬🔴⚫ Para André Kfouri, a decisão de Gerson em sair do Flamengo foi um erro na carreira do jogador. Concorda, fã de esporte?

#FutebolNaESPN #Gerson #Flamengo #Zenit https://t.co/G0gl5MGkl0",Thu Jun 12 01:09:55 +0000 2025,10,206
874,Flamengo,MundoBola Flamengo,"Torcida do Flamengo só tem maluco!
Fizeram a repórter da Cazé TV de bandeira no AeroFla.
📹 @CazeTVOficial
#Flamengo #aerofla #cazetv https://t.co/eQ190jcj1n",Wed Jun 11 23:54:14 +0000 2025,254,3310
875,Flamengo,maria victoria,"Deve ter sido o melhor dia da vida desse moleque. 

O Flamengo é inexplicável. https://t.co/xfOlvR21nq",Thu Jun 12 02:50:20 +0000 2025,740,9525
876,Flamengo,BOCHECHA CRF,"Apresentador da Flamengo TV

 “A Nação vai levar o Mengão até o Galeão…”

Torcedor:

Vamo jogar hein filho da puta  

#Aerofla 

 https://t.co/PunblDseUa",Thu Jun 12 00:38:39 +0000 2025,704,6440
877,Flamengo,Sincerão,"Pergunta sincera aqui de quem tá de fora da bolha do Flamengo…

Essa saída do Gerson é tão absurda assim mesmo a ponto de ter tanta gente falando que ele não é mais ídolo? O que mais chateou nisso tudo? https://t.co/EudmMXMuC3",Wed Jun 11 22:40:58 +0000 2025,62,9256
878,Flamengo,𝗙𝗟𝗔 𝗭𝗢𝗡𝗔 𝗢𝗘𝗦𝗧𝗘,🗣️| Proposta por Andreas Pereira será feita somente após a confirmação da saída do Gerson. O meia está recusando conversar com outro clube antes de ouvir uma proposta do Flamengo. Substituiria a altura? #Flamengo #CRF https://t.co/0rNYCkEZq1,Thu Jun 12 23:30:50 +0000 2025,39,1496
879,Flamengo,SportsCenter Brasil,"Chapolin mandou o PAPO DIRETO para o Gerson! Qual é a sua opinião, torcedor? 

#flamengo #zenit #chapolin #Mengao #futebolnaespn #gerson https://t.co/KjwK2tiDKQ",Wed Jun 11 23:01:18 +0000 2025,16,288
880,Flamengo,Gols do Brasileirão ⚽️🇧🇷,"Algumas fotos do media day do Flamengo para a FIFA.

📸 [Divulgação/FIFA] https://t.co/5xEg6uTqNq",Sat Jun 14 14:56:19 +0000 2025,21,272
881,Flamengo,Official SSC Napoli,"Boa sorte em sua nova etapa no @Flamengo, craque! 👏

💙 #ProudToBeNapoli https://t.co/qYfTkxJHuG",Sun Jun 08 12:10:00 +0000 2025,170,5773
882,Flamengo,Central do Flamengo,Lei do ex contra o Chelsea? https://t.co/YwwOAKfCOG,Mon Jun 09 22:51:23 +0000 2025,179,8727
883,Flamengo,Central do Flamengo,JORGINHO + GIORGINHO 🔴⚫️ https://t.co/3dMYdvlewI,Sat Jun 14 05:00:01 +0000 2025,207,4201
884,Flamengo,Supercopa do Brasil Rei,"Que torcida 𝘪𝘯𝘤𝘰𝘮𝘱𝘢𝘳á𝘷𝘦𝘭...

simplesmente... o 𝙁𝙇𝘼𝙈𝙀𝙉𝙂𝙊!!! 🔴⚫

📹 Imagens: Flamengo TV https://t.co/3vrGfCmLGj",Thu Jun 12 03:39:34 +0000 2025,656,4953
885,Flamengo,Central do Flamengo,"SOLTA O ARRASCAETA NESSA PORRAAAAAAAAAAAAAAAAA

https://t.co/CKjVPEIOWd",Sat Jun 14 12:00:02 +0000 2025,39,395
886,Flamengo,Flamengo,From Arsenal to Flamengo 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇧🇷 https://t.co/G3iBUFB1zL,Fri Jun 06 18:38:25 +0000 2025,866,13038
887,Flamengo,Marcelo Rubro Negro,"Esse cara quer tumultuar o Flamengo, o filho dele deveria ter ficado no Rio de Janeiro aguardando cair a grana dos russos. Fora Gerson! Suma do Flamengo! https://t.co/4on7Ogx0m0",Fri Jun 13 11:02:35 +0000 2025,4,23
888,Flamengo,scott,Vocês são a favor ou contra a volta de Andreas Pereira ao Flamengo https://t.co/1Q5xKRUEci,Sun Jun 08 16:07:12 +0000 2025,41,2340
889,Flamengo,MundoBola Flamengo,"Sim, o Souza teve a coragem de falar isso.
Comparou o Rayan do Vasco com o Adriano Imperador.
E ainda cravou: “O Adriano não fazia no Flamengo o que o Rayan tá fazendo no Vasco.”

Aí é demais, né?
Respeita a história. Respeita o Imperador. Respeita o Flamengo.

Direto pro https://t.co/u2wd4hqiBa",Sat Jun 14 02:06:42 +0000 2025,33,330
890,Flamengo,Brasileirão Análise,"Que vídeo foda.

Não tem como um time se sentir mais motivado pra uma competição do que com uma despedida dessas

A torcida do Flamengo é ÚNICA! https://t.co/o5PIOFOUpJ",Thu Jun 12 01:11:26 +0000 2025,491,4045
891,Flamengo,𝐌𝐀𝐃𝐔ᶜʳᶠ,"IMAGINA NÃO PERTENCER 

EU SOU FLAMENGO CARALHOOOOOOO https://t.co/CAfkWbs2H0",Thu Jun 12 00:47:56 +0000 2025,2954,11498
892,Flamengo,SportsCenter Brasil,"CONHECEM BEM! 👀 Torcedores estadunidenses falam os motivos de gostarem do Flamengo

#ESPNnoMundial #FutebolNaESPN https://t.co/Lkob0npgRA",Thu Jun 12 14:37:42 +0000 2025,139,1646
893,Flamengo,Fabricio Lopes,"Não me deixem rir sozinho 🤣🤣🤣

Ônibus do Flamengo passando e o maluco de bike grita:
""Aqui é Vasco, crlh !"".
*E cai !!* https://t.co/7Xl6qG0oO6",Thu Jun 12 13:01:24 +0000 2025,13,105
894,Flamengo,@RECIBO_CRF,"Aquele tweet quentinho para começar bem o dia...

#recibo #Flamengo https://t.co/g8sZPhcLD3",Mon Jun 09 12:13:32 +0000 2025,195,2854
895,Flamengo,Flamengo da Opressão,"Você queira ou não, o homem vai voltar para reescrever a história 

Ele mais do que ninguém merece ganhar uma libertadores pelo Flamengo.

Respeita muito mais o Flamengo do que muitos ""ídolos"" recentes que deixaram o clube 

Gerson que o diga... https://t.co/pcwIVKEzlq",Wed Jun 11 22:38:32 +0000 2025,80,1436
896,Flamengo,Insano - Fla Campeão Mundial de 2025,@Flamengo_en Acaba com eles dia 20!!! https://t.co/UeXbNCUrN5,Tue Jun 10 13:02:46 +0000 2025,7,852
897,Flamengo,Central do Flamengo,"Agora que o Gerson vai sair, quem vocês acham que deveria receber a braçadeira de capitão do flamengo?

(Imagens ilustrativas) https://t.co/j6Acj0DDZ5",Wed Jun 11 17:39:11 +0000 2025,53,2983
898,Flamengo,Linharesᶜʳᶠ 🇦🇴,"A medida que o tempo passa e as coisas acontecem, Diego Ribas fica cada vez maior na história do Flamengo.

Esse sim é ídolo! https://t.co/d622bYmmDp",Wed Jun 11 18:42:40 +0000 2025,695,7606
899,Flamengo,Central do Flamengo,"VAMOS OUVIR MUITO ESSE HINO NESSE MUNDIAL

FLAMÉM? 

https://t.co/qN1uwJJp5H",Sat Jun 14 07:00:01 +0000 2025,123,1111
900,Flamengo,Central do Flamengo,"GOL DO ARRASCA

meu 🔟

https://t.co/Ld6zyWlbkU",Wed Jun 11 00:14:23 +0000 2025,272,2370
901,Flamengo,Flamengo da Opressão,"Diego Ribas é muito mais ídolo do que o Gerson 

Eterno capitão Gávea ❤️🖤🔥 https://t.co/XVOavHCJcn",Sat Jun 14 19:37:54 +0000 2025,47,570
902,Flamengo,Rodrigo Lima,Não tem nada parecido com que a torcida do Flamengo faz. Os torcedores “invadiram” os ônibus. Um dos maiores AeroFla da história para abraçar o time para o Mundial de Clubes. @ColunadoFla https://t.co/bUJG5F3SLm,Thu Jun 12 11:21:14 +0000 2025,159,1926
903,Flamengo,Central do Flamengo,"Nunca será! 

https://t.co/9C5ApzFUQz",Sat Jun 07 19:07:07 +0000 2025,1826,11394
904,Flamengo,Central do Flamengo,"📁 documentos
└📁 pornô
      └📁 pornô safado
          └📁 pornô pesado demais
               └📁 gol de bicicleta do Arrascaeta
https://t.co/LASsa4ljNG",Sat Jun 14 04:00:00 +0000 2025,119,1250
905,Flamengo,Renan Fla,"Um dos maiores zagueiros que vestiu o manto, segundo ele mesmo.
Rafael Vaz. https://t.co/nD0KmAdGrb",Fri Jun 13 21:52:43 +0000 2025,88,1248
906,Flamengo,InFlamados | Flamengo,"“O Bétis só queria a compra e o Flamengo tava querendo me levar por empréstimo. Pô, se eles quisessem me comprar, seria fod#”

A SAF do Lyon sempre será segunda opção

https://t.co/bNL60X7gtU",Fri Jun 13 13:53:33 +0000 2025,132,2236
907,Flamengo,SportsCenter Brasil,"GERSON PRECISA DO FLAMENGO? 👀 Celso Ardengh analisa possível saída do jogador e o impacto que pode causar na carreira dele

#FShowNaESPN https://t.co/51zXhc88zS",Mon Jun 09 18:44:55 +0000 2025,36,595
908,Flamengo,Flu Resenha 🔑🌎,"Por 50 mil reais eu tirava a camisa do flor, cagava em cima dela, botava fogo, metia a camisa do flamengo, beijava o escudo, cantava o hino e ia pro jogo no meio da raça.

Vocês são muito bobos.",Wed Jun 11 14:48:46 +0000 2025,1303,23758
909,Flamengo,Vascaíno atrasado,coe mlk o gerson do flamengo apareceu no vai dar namoro do @muitohumildee KKKKKKKKKKKKK https://t.co/Gw2zLfZBAa,Sat Jun 14 00:30:08 +0000 2025,37,1371
910,Flamengo,Mauro Ferreira,"“Faz ele vir pro Flamengo Pai, alguém tem que ajudar o Arrascaeta na criação.”

Pedro, o Apóstolo! https://t.co/YOBa8iFoEp",Tue Jun 10 18:43:40 +0000 2025,1917,14491
911,Flamengo,Central do Flamengo,Nosso CAPITÃO 🔴⚫️🇺🇾 https://t.co/nE5sdjBMWZ,Thu Jun 12 13:17:53 +0000 2025,152,2415
912,Flamengo,Jovem Pan Esportes,"""TUDO QUE ESTÁ SURGINDO VEM DO STAFF DO JOGADOR""- @maurocezar afirma que não houve proposta do Zenit para o Flamengo pelo Gerson.

#Zenit #Flamengo #Gerson https://t.co/xpAlqIJ7oG",Tue Jun 10 15:47:52 +0000 2025,113,1386
913,Flamengo,Amor da Nação ᶜʳᶠ,"Não ousem comparar o Clube de Regatas do Flamengo e sua torcida, com nada e ninguém.

Quando penso Flamengo, só vejo Deus acima.

COLOSSAL CLUBE DE REGATAS DO FLAMENGO!  https://t.co/vwUpEyNjYG",Thu Jun 12 10:53:19 +0000 2025,294,1232
914,Flamengo,O Canto das Torcidas,"O AeroFla desta noite da torcida do Flamengo no embarque do time rumo aos Estados Unidos para a disputa do Mundial!

(📹 @rodrigolima93_ @ColunadoFla, @celo22_crf) https://t.co/gBcCxtlkxe",Thu Jun 12 02:51:19 +0000 2025,180,1351
915,Flamengo,Antifa_Ultras,"PHOTO Torcida Jovem do Flamengo, RJ Brasil https://t.co/Uu3eE83975",Sat Jun 14 00:09:51 +0000 2025,150,1105
916,Flamengo,Flamengo,"É o colossal 𝕮𝖑𝖚𝖇𝖊 𝖉𝖊 𝕽𝖊𝖌𝖆𝖙𝖆𝖘 𝖉𝖔 𝕱𝖑𝖆𝖒𝖊𝖓𝖌𝖔 na Times Square! 🔴⚫️

Assista a todos os jogos do Flamengo na @FIFACWC ao vivo e de graça no App DAZN! 

#FIFACWC #TakeItToTheWorld https://t.co/gQebI6so5c",Fri Jun 13 15:29:43 +0000 2025,940,7438
917,Flamengo,Insano - Fla Campeão Mundial de 2025,"@futebol_info Bap ta certo, tem que pensar no Flamengo em 1º, 2º e 3º lugar, se fosse o contrário os outros times estariam torcendo pro Flamengo se fuder https://t.co/zH5LMAHSEs",Thu Jun 12 14:22:41 +0000 2025,2,185
918,Flamengo,Pilhado,"O GÉRSON ERROU SIM NESSA SAÍDA DO FLAMENGO! O ERRO NÃO É SAIR PRA GANHAR UM FORTUNA, MAS SIM A FORMA COMO ELE TÁ SAINDO! https://t.co/eF2L9TJhFb",Thu Jun 12 14:26:25 +0000 2025,50,744
919,Flamengo,Planeta do Flamengo 🌎,É meus amigos… 👀 https://t.co/YjX1IqsVEv,Fri Jun 06 10:38:30 +0000 2025,1034,14797
920,Flamengo,TNT Sports BR,"O FLAMENGO TÁ UNIDO PELA CONQUISTA DO MUNDO!! 🏆🔴⚫ No final do jogo, a torcida do Flamengo cantou a música que pede o mundo de novo e o Arrascaeta foi no embalo!! #Brasileirão2025 https://t.co/fFIDmwcfM7",Sun Jun 01 23:53:05 +0000 2025,119,2405
921,Flamengo,TNT Sports BR,"A PRIMEIRA VEZ DE DAVID LUIZ CONTRA O FLAMENGO!! 🔴⚫🔥 Multicampeão pelo Mengão, o zagueiro do Fortaleza reencontrou seus ex-companheiros pela primeira vez desde a saída do clube! #Brasileirão2025 https://t.co/TxnQI1bKHu",Sun Jun 01 23:57:31 +0000 2025,37,876
922,Flamengo,Flamengo,"Dia de curtir com o seu amor rubro-negro. 💘🖤 #SempreTeAmarei 

Feliz #DiadosNamorados! https://t.co/0G66KRIuZp",Thu Jun 12 11:00:02 +0000 2025,185,2766
923,Flamengo,TNT Sports BR,"GOLEADA HISTÓRICA! 😱🔴⚫ 

Há um ano o Flamengo aplicava a maior goleada da sua história sobre o Vasco! https://t.co/piVaxRqkJo",Mon Jun 02 13:52:44 +0000 2025,540,4460
924,Flamengo,TNT Sports BR,É BAILE DO FLAMENGO NO MARACA! 🕺🔥 QUE PASSEIO DO RUBRO-NEGRO CONTRA O FORTALEZA! 😱😱 E de quebra o Mengão ainda vai VOLTANDO À LIDERANÇA! #Brasileirão2025 https://t.co/RzOORfxbUx,Sun Jun 01 23:20:15 +0000 2025,202,3056
925,Flamengo,Coluna do Fla,"PARECE MONTAGEM, MAS NÃO É. JORGINHO É DO FLAMENGO!!! ❤️🖤🇮🇹 https://t.co/9LYdRjnlS3",Sat Jun 07 15:40:19 +0000 2025,81,2219
926,Flamengo,Flamengo,It’s time to conquer the world again. https://t.co/lpens6mJ2j,Sat Jun 14 19:33:21 +0000 2025,103,1090
927,Flamengo,LIBERTA DEPRE,"Rogério Ceni, diz que Flamengo em 2019 (contra o Liverpool) e o Palmeiras em 2022 (contra o Chelsea) fizeram finais do Mundial superior a títulos do Corinthians e São Paulo.

""É difícil qualquer time brasileiro, mesmo o Flamengo que hoje eu vejo como a maior potência do futebol https://t.co/EqH4SID2iG",Tue Jun 10 19:01:17 +0000 2025,42,912
928,Flamengo,TNT Sports BR,"MENGÃO NOS EUA! 🇺🇸 A delegação do Flamengo chegou nesta manhã em Atlantic City, no estado de Nova Jersey, para a disputa do #MundialDeClubes2025

📹 Crédito: FlaTV https://t.co/9KsmmD5arh",Thu Jun 12 14:37:47 +0000 2025,39,1020
929,Flamengo,Maria,"Pessoal, não sejam idiotas. Os familiares do Gerson não tem nada a ver com a falta de caráter e comprometimento deles (pai e filho) para com o Flamengo. Direcionem as críticas e xingamentos, se assim quiserem, a quem merece. Isso aqui já é demais.",Thu Jun 12 12:41:51 +0000 2025,1,4
930,Flamengo,Paparazzo Rubro-Negro,"O Manchester City está perto de fazer uma oferta oficial de €35 milhões (cerca de R$ 223 milhões) para contratar o lateral-direito Wesley, do Flamengo. 

A diretoria rubro-negra está pedindo €45 milhões (cerca de R$ 286 milhões) e pretende negociar o jogador apenas após o https://t.co/muaAWmk1fO",Wed Jun 11 00:29:23 +0000 2025,48,979
931,Flamengo,Hsports_HD,I had no idea Flamengo’s head coach is Felipe Luis. https://t.co/qnfkGPPhRm,Thu Jun 12 14:32:14 +0000 2025,333,9141
932,Flamengo,Denes ᶜʳᶠ | 🇺🇾 🏆,"""ele não me responde deve ta me traindo"" 

eu ajudando o Flamengo a pegar a liderança: https://t.co/Eds0YBIdko",Sat Jun 14 00:24:21 +0000 2025,99,671
933,Flamengo,TNT Sports BR,"VAI TER CONFRONTO BRASILEIRO NA LIBERTADORES! 🔥🔥🔥 É JOGO ABSURDO VALENDO VAGA NAS QUARTAS! E aí, quem vai avançar? INTER OU FLAMENGO? 🤔 #Libertadores2025 https://t.co/FRM5tILt62",Mon Jun 02 15:27:22 +0000 2025,166,3789
934,Flamengo,Mauro Ferreira,"Abriu mão de um salário 6x maior, pra ficar no Flamengo.

Respeita meu 9! https://t.co/GG7kZYHIJh",Sat Jun 07 23:27:38 +0000 2025,276,4257
935,Flamengo,Tendencias en Argentina,"""Auto""

Por comentarios sobre el auto que se compró el jugador uruguayo del Flamengo, Guille Varela. https://t.co/YjX61RW8Eb",Sat Jun 07 12:32:32 +0000 2025,651,28575
936,Flamengo,Central do Flamengo,"KKKKKKKKKKKKKKKKKKKKKKKKKKK a cara nem treme

 https://t.co/oL4PDuZLUR",Sat Jun 07 20:14:05 +0000 2025,213,4000
937,Flamengo,Central do Flamengo,A OBRA DE ARTE DO NOSSO 🔟 https://t.co/3d6Dvt7V2d,Fri Jun 13 14:14:40 +0000 2025,40,939
938,Flamengo,Central do Flamengo,qual é a nota de vocês pra esse manto aí? https://t.co/5mpYOUrZkT,Sun Jun 08 09:00:02 +0000 2025,29,1389
939,Flamengo,CENTRAL DA NAÇÃO 🏆🏆🏆,"Pô, eu sou assim também…

Roupa do Flamengo pra qualquer ocasião e vocês?   https://t.co/y5YqQaXbph",Thu Jun 05 21:50:46 +0000 2025,212,3132
940,Flamengo,CENTRAL DA NAÇÃO 🏆🏆🏆,"“Ô, Gerson, vai se f****, o meu Flamengo não precisa de você!”
 https://t.co/6u8WtUa6GO",Thu Jun 12 00:48:56 +0000 2025,871,6327
941,Flamengo,Gabriel - KING DA PELOTA ⚽️,"Flamengo u20 de Nuno Campos.

Alguns princípios e subprincípios que definem essa equipe:
https://t.co/QZhLwlVKk3",Sat Jun 14 14:36:39 +0000 2025,103,1457
942,Flamengo,Flamengo da Opressão,"Com a saída do Gerson, se possível eu queria demais ver o Paquetá de volta ao Flamengo. 

Além dele ser mais jogador taticamente e tecnicamente do que o Gerson...

Ele também é mais intenso atacando e defendendo 

Seria um reforço e uma reposição absurda https://t.co/mmEJE7288J",Sat Jun 07 16:11:25 +0000 2025,135,2946
943,Flamengo,JM,"solteiros que tao no pique do Mundial

vou assistir Flamengo x Liverpool de 2019 completo, nunca revi esse jogo

quem quiser assistir junto cmg comenta Mengo e vem torcer cmg que nos vamos bater campeão dessa vez 🙏🏆 https://t.co/yHVozo73Iq",Thu Jun 12 22:21:12 +0000 2025,4,379
944,Flamengo,Central do Flamengo,soma o saldo de gols do top 2 ao top 5 e não chega no Flamengo kkkkkkkkkkkkkkkkkkkkkkk https://t.co/yQ9vwgunCj,Fri Jun 13 00:31:39 +0000 2025,49,787
945,Flamengo,LIBERTA DEPRE,"Karoline Lima, namorada do zagueiro do Flamengo, Léo Pereira.

""Eu nunca vi um, homem, jogador ser conhecido pelo nome da mulher... O Maracanã inteiro gritando 'Karolino'""

📽️@lancenet 
https://t.co/RmHd13ZnaX",Thu Jun 12 21:42:51 +0000 2025,200,12316
946,Flamengo,@RECIBO_CRF,"Memória curta

#recibo #Flamengo https://t.co/ZZUdsuymvK",Thu Jun 12 14:25:54 +0000 2025,13,259
947,Flamengo,scott,"- Nunca se envolveu em polêmicas 
- Sempre respeitou a camisa do Flamengo 
- Decisivo em jogos importantes 
- Já recusou proposta para continuar no Flamengo 
- Nunca foi mercenário 

Arrascaeta eu te amo e não é pouco, você é ídolo de verdade. https://t.co/zVrwPAtYZU",Sat Jun 07 16:05:28 +0000 2025,1096,7168
948,Flamengo,@RECIBO_CRF,"8 anos e 1 dia dessa pérola 

#recibo #Flamengo https://t.co/XaKxU70P9y",Mon Jun 09 21:19:48 +0000 2025,101,1379
949,Flamengo,LIBERTA DEPRE,"Karoline, namorada do zagueiro Léo Pereira, ajudando a divulgar a marca Flamengo nos Estados Unidos.

📽️Instagram/karolinel

https://t.co/s5UNwyEKIG",Sat Jun 14 16:55:41 +0000 2025,12,709
950,Flamengo,Renan Fla,A mágica que é ser Flamengo. https://t.co/vKSydC3MMp,Mon Jun 09 01:32:23 +0000 2025,361,3150
951,Flamengo,Tati Medeiros,"Clube de Regatas do Flamengo… Impossível superar 

 https://t.co/UwxOzM4N5I",Thu Jun 12 00:47:20 +0000 2025,20,154
952,Flamengo,SportsCenter Brasil,"NÍVEL EUROPEU? 🔴⚫👀 Perguntado sobre o Flamengo ter elenco a nível europeu, José Boto valorizou muito a qualidade do da equipe, mas fez ressalvas em relação à diferença do ritmo de jogo do Brasil com a Europa. Concorda com ele?

#ESPNnoMundial #Flamengo #Europa #PremierLeague https://t.co/hQWpCUitQj",Thu Jun 12 20:06:10 +0000 2025,23,337
